Date,Brand_and_Source,Net Sentiment
9/12/20,TIK_brandwatch_21D,0.829
9/12/20,TIK_brandwatch_21D,0.838
9/12/20,TIK_brandwatch_21D,0.829
9/11/20,TIK_brandwatch_21D,0.883
9/11/20,TIK_brandwatch_21D,0.96
9/11/20,TIK_brandwatch_21D,0.883
9/11/20,TIK_brandwatch_21D,0.96
9/10/20,TIK_brandwatch_21D,1.003
9/10/20,TIK_brandwatch_21D,1.016
9/10/20,TIK_brandwatch_21D,1.003
9/10/20,TIK_brandwatch_21D,1.016
9/9/20,TIK_brandwatch_21D,1.062
9/9/20,TIK_brandwatch_21D,1.107
9/9/20,TIK_brandwatch_21D,1.062
9/9/20,TIK_brandwatch_21D,1.107
9/8/20,TIK_brandwatch_21D,1.149
9/8/20,TIK_brandwatch_21D,1.24
9/8/20,TIK_brandwatch_21D,1.149
9/8/20,TIK_brandwatch_21D,1.24
9/7/20,TIK_brandwatch_21D,1.33
9/7/20,TIK_brandwatch_21D,1.433
9/7/20,TIK_brandwatch_21D,1.33
9/7/20,TIK_brandwatch_21D,1.433
9/6/20,TIK_brandwatch_21D,1.474
9/6/20,TIK_brandwatch_21D,1.482
9/6/20,TIK_brandwatch_21D,1.474
9/6/20,TIK_brandwatch_21D,1.482
9/5/20,TIK_brandwatch_21D,1.537
9/5/20,TIK_brandwatch_21D,1.507
9/5/20,TIK_brandwatch_21D,1.537
9/5/20,TIK_brandwatch_21D,1.507
9/4/20,TIK_brandwatch_21D,1.521
9/4/20,TIK_brandwatch_21D,1.596
9/4/20,TIK_brandwatch_21D,1.521
9/4/20,TIK_brandwatch_21D,1.596
9/3/20,TIK_brandwatch_21D,1.645
9/3/20,TIK_brandwatch_21D,1.754
9/3/20,TIK_brandwatch_21D,1.645
9/3/20,TIK_brandwatch_21D,1.754
9/2/20,TIK_brandwatch_21D,1.842
9/2/20,TIK_brandwatch_21D,1.882
9/2/20,TIK_brandwatch_21D,1.842
9/2/20,TIK_brandwatch_21D,1.882
9/1/20,TIK_brandwatch_21D,1.919
9/1/20,TIK_brandwatch_21D,1.893
9/1/20,TIK_brandwatch_21D,1.919
9/1/20,TIK_brandwatch_21D,1.893
9/15/20,TIK_brandwatch_50D,1.34
9/15/20,TIK_brandwatch_50D,1.335
9/15/20,TIK_brandwatch_50D,1.34
9/15/20,TIK_brandwatch_50D,1.335
9/14/20,TIK_brandwatch_50D,1.33
9/14/20,TIK_brandwatch_50D,1.335
9/14/20,TIK_brandwatch_50D,1.33
9/14/20,TIK_brandwatch_50D,1.335
9/13/20,TIK_brandwatch_50D,1.339
9/13/20,TIK_brandwatch_50D,1.308
9/13/20,TIK_brandwatch_50D,1.339
9/13/20,TIK_brandwatch_50D,1.308
9/12/20,TIK_brandwatch_50D,1.276
9/12/20,TIK_brandwatch_50D,1.267
9/12/20,TIK_brandwatch_50D,1.276
9/12/20,TIK_brandwatch_50D,1.267
9/11/20,TIK_brandwatch_50D,1.258
9/11/20,TIK_brandwatch_50D,1.234
9/11/20,TIK_brandwatch_50D,1.258
9/11/20,TIK_brandwatch_50D,1.234
9/10/20,TIK_brandwatch_50D,1.209
9/10/20,TIK_brandwatch_50D,1.177
9/10/20,TIK_brandwatch_50D,1.209
9/10/20,TIK_brandwatch_50D,1.177
9/9/20,TIK_brandwatch_50D,1.144
9/9/20,TIK_brandwatch_50D,1.1
9/9/20,TIK_brandwatch_50D,1.144
9/9/20,TIK_brandwatch_50D,1.1
9/8/20,TIK_brandwatch_50D,1.056
9/8/20,TIK_brandwatch_50D,1.044
9/8/20,TIK_brandwatch_50D,1.056
9/8/20,TIK_brandwatch_50D,1.044
9/7/20,TIK_brandwatch_50D,1.031
9/7/20,TIK_brandwatch_50D,1.032
9/7/20,TIK_brandwatch_50D,1.031
9/7/20,TIK_brandwatch_50D,1.032
9/6/20,TIK_brandwatch_50D,1.032
9/6/20,TIK_brandwatch_50D,0.998
9/6/20,TIK_brandwatch_50D,1.032
9/6/20,TIK_brandwatch_50D,0.998
9/5/20,TIK_brandwatch_50D,0.964
9/5/20,TIK_brandwatch_50D,0.914
9/5/20,TIK_brandwatch_50D,0.964
9/5/20,TIK_brandwatch_50D,0.914
9/4/20,TIK_brandwatch_50D,0.863
9/4/20,TIK_brandwatch_50D,0.833
9/4/20,TIK_brandwatch_50D,0.863
9/4/20,TIK_brandwatch_50D,0.833
9/3/20,TIK_brandwatch_50D,0.803
9/3/20,TIK_brandwatch_50D,0.808
9/3/20,TIK_brandwatch_50D,0.803
9/3/20,TIK_brandwatch_50D,0.808
9/2/20,TIK_brandwatch_50D,0.812
9/2/20,TIK_brandwatch_50D,0.767
9/2/20,TIK_brandwatch_50D,0.812
9/2/20,TIK_brandwatch_50D,0.767
9/1/20,TIK_brandwatch_50D,0.721
9/1/20,TIK_brandwatch_50D,0.637
9/1/20,TIK_brandwatch_50D,0.721
9/1/20,TIK_brandwatch_50D,0.637
